ID,Group,Family,Subfamily,Kinase,Gene_Symbol
CD27_212_224,ATYPICAL,PDHK,PDHK,PDHK2,PDK2
CD27_212_224,ATYPICAL,PDHK,PDHK,PDHK3,PDK3
CD27_212_224,ATYPICAL,PDHK,PDHK,PDHK4,PDK4
CD27_212_224,OTHER,PEK,GCN2,GCN2,EIF2AK4
CD27_212_224,OTHER,PEK,HRI,HRI,EIF2AK1
CD27_212_224,OTHER,PEK,PEK,PEK,EIF2AK3
CD27_212_224,OTHER,PEK,PKR,PKR,EIF2AK2
CD27_212_224,CAMK,PHK,NA,PHKG1,PHKG1
CD27_212_224,CAMK,PHK,NA,PHKG2,PHKG2
CD27_212_224,CAMK,PIM,NA,PIM1,PIM1
CD27_212_224,CAMK,PIM,NA,PIM2,PIM2
CD27_212_224,CAMK,PIM,NA,PIM3,PIM3
CD27_212_224,CAMK,PKD,NA,PKD1,PRKD1
CD27_212_224,CAMK,PKD,NA,PKD3,PRKD3
CD27_212_224,CAMK,PKD,NA,PKD2,PRKD2
CD27_212_224,AGC,RSK,MSK,MSK2,RPS6KA4
CD27_212_224,AGC,RSK,MSK,MSK1,RPS6KA5
CD27_212_224,AGC,RSK,P70,P70S6K,RPS6KB1
CD27_212_224,AGC,RSK,P70,P70S6KB,RPS6KB2
CD27_212_224,AGC,RSK,RSK,RSK3,RPS6KA1
CD27_212_224,AGC,RSK,RSK,RSK1,RPS6KA2
CD27_212_224,AGC,RSK,RSK,RSK2,RPS6KA3
CD27_212_224,AGC,RSK,RSK,RSK4,RPS6KA6
CDC2_154_169,CMGC,CDK,CCRK,CCRK,CCRK
CDC2_154_169,CMGC,CDK,CDC2,CDC2,CDC2
CDC2_154_169,CMGC,CDK,CDC2,CDK2,CDK2
CDC2_154_169,CMGC,CDK,CDC2,CDK3,CDK3
CDC2_154_169,CMGC,CDK,CDK10,CDK10,CDK10
CDC2_154_169,CMGC,CDK,CDK4,CDK4,CDK4
CDC2_154_169,CMGC,CDK,CDK4,CDK6,CDK6
CDC2_154_169,CMGC,CDK,CDK5,CDK5,CDK5
CDC2_154_169,CMGC,CDK,CDK7,CDK7,CDK7
CDC2_154_169,CMGC,CDK,CDK8,CDK8,CDK8
CDC2_154_169,CMGC,CDK,CDK8,CDK11,CDC2L6
CDC2_154_169,CMGC,CDK,CDK9,CDK9,CDK9
CDC2_154_169,CMGC,CDK,CRK7,CHED,CDC2L5
CDC2_154_169,CMGC,CDK,CRK7,CRK7,CRKRS
CDC2_154_169,CMGC,CDK,PCTAIRE,PCTAIRE1,PCTK1
CDC2_154_169,CMGC,CDK,PCTAIRE,PCTAIRE2,PCTK2
CDC2_154_169,CMGC,CDK,PCTAIRE,PCTAIRE3,PCTK3
CDC2_154_169,CMGC,CDK,PFTAIRE,PFTAIRE1,PFTK1
CDC2_154_169,CMGC,CDK,PFTAIRE,PFTAIRE2,ALS2CR7
CDC2_154_169,CMGC,CDK,PITSLRE,PITSLRE,CDC2L2
CDC2_154_169,CMGC,CDK,CDK11,CDK11B,CDK11B
CDC2_154_169,OTHER,PEK,GCN2,GCN2,EIF2AK4
CDC2_154_169,OTHER,PEK,HRI,HRI,EIF2AK1
CDC2_154_169,OTHER,PEK,PEK,PEK,EIF2AK3
CDC2_154_169,OTHER,PEK,PKR,PKR,EIF2AK2
CDC2_154_169,AGC,PKG,NA,PKG1,PRKG1
CDC2_154_169,AGC,PKG,NA,PKG2,PRKG2
CDC2_154_169,AGC,RSK,MSK,MSK2,RPS6KA4
CDC2_154_169,AGC,RSK,MSK,MSK1,RPS6KA5
CDC2_154_169,AGC,RSK,P70,P70S6K,RPS6KB1
CDC2_154_169,AGC,RSK,P70,P70S6KB,RPS6KB2
CDC2_154_169,AGC,RSK,RSK,RSK3,RPS6KA1
CDC2_154_169,AGC,RSK,RSK,RSK1,RPS6KA2
CDC2_154_169,AGC,RSK,RSK,RSK2,RPS6KA3
CDC2_154_169,AGC,RSK,RSK,RSK4,RPS6KA6
CDC2_154_169,STE,STE7,MAP2K(MEK1),MAP2K1,MAP2K1
CDC2_154_169,STE,STE7,MAP2K(MEK1),MAP2K2,MAP2K2
CDC2_154_169,STE,STE7,MAP2K(MEK3),MAP2K3,MAP2K3
CDC2_154_169,STE,STE7,MAP2K(MEK3),MAP2K6,MAP2K6
CDC2_154_169,STE,STE7,MAP2K(MEK4),MAP2K4,MAP2K4
CDC2_154_169,STE,STE7,MAP2K(MEK5),MAP2K5,MAP2K5
CDC2_154_169,STE,STE7,MAP2K(MEK7),MAP2K7,MAP2K7
CDK7_163_175,CMGC,CDK,CCRK,CCRK,CCRK
CDK7_163_175,CMGC,CDK,CDC2,CDC2,CDC2
CDK7_163_175,CMGC,CDK,CDC2,CDK2,CDK2
CDK7_163_175,CMGC,CDK,CDC2,CDK3,CDK3
CDK7_163_175,CMGC,CDK,CDK10,CDK10,CDK10
CDK7_163_175,CMGC,CDK,CDK4,CDK4,CDK4
CDK7_163_175,CMGC,CDK,CDK4,CDK6,CDK6
CDK7_163_175,CMGC,CDK,CDK5,CDK5,CDK5
CDK7_163_175,CMGC,CDK,CDK7,CDK7,CDK7
CDK7_163_175,CMGC,CDK,CDK8,CDK8,CDK8
CDK7_163_175,CMGC,CDK,CDK8,CDK11,CDC2L6
CDK7_163_175,CMGC,CDK,CDK9,CDK9,CDK9
CDK7_163_175,CMGC,CDK,CRK7,CHED,CDC2L5
CDK7_163_175,CMGC,CDK,CRK7,CRK7,CRKRS
CDK7_163_175,CMGC,CDK,PCTAIRE,PCTAIRE1,PCTK1
CDK7_163_175,CMGC,CDK,PCTAIRE,PCTAIRE2,PCTK2
CDK7_163_175,CMGC,CDK,PCTAIRE,PCTAIRE3,PCTK3
CDK7_163_175,CMGC,CDK,PFTAIRE,PFTAIRE1,PFTK1
CDK7_163_175,CMGC,CDK,PFTAIRE,PFTAIRE2,ALS2CR7
CDK7_163_175,CMGC,CDK,PITSLRE,PITSLRE,CDC2L2
CDK7_163_175,CMGC,CDK,CDK11,CDK11B,CDK11B
CDK7_163_175,AGC,DMPK,CRIK,CRIK,CIT
CDK7_163_175,AGC,DMPK,GEK,DMPK1,DMPK
CDK7_163_175,AGC,DMPK,GEK,MRCKA,CDC42BPA
CDK7_163_175,AGC,DMPK,GEK,MRCKB,CDC42BPB
CDK7_163_175,AGC,DMPK,GEK,DMPK2,CDC42BPG
CDK7_163_175,AGC,DMPK,ROCK,ROCK1,ROCK1
CDK7_163_175,AGC,DMPK,ROCK,ROCK2,ROCK2
CDK7_163_175,CMGC,DYRK,DYRK1,DYRK1A,DYRK1A
CDK7_163_175,CMGC,DYRK,DYRK1,DYRK1B,DYRK1B
CDK7_163_175,CMGC,DYRK,DYRK2,DYRK3,DYRK3
CDK7_163_175,CMGC,DYRK,DYRK2,DYRK2,DYRK2
CDK7_163_175,CMGC,DYRK,DYRK2,DYRK4,DYRK4
CDK7_163_175,CMGC,DYRK,HIPK,HIPK3,HIPK3
CDK7_163_175,CMGC,DYRK,HIPK,HIPK2,HIPK2
CDK7_163_175,CMGC,DYRK,HIPK,HIPK4,HIPK4
CDK7_163_175,CMGC,DYRK,HIPK,HIPK1,HIPK1
CDK7_163_175,CMGC,DYRK,PRP4,PRP4,PRPF4B
CDK7_163_175,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3,MAPKAPK3
CDK7_163_175,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5,MAPKAPK5
CDK7_163_175,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2,MAPKAPK2
CDK7_163_175,CAMK,MAPKAPK,MNK,MNK2,MKNK2
CDK7_163_175,CAMK,MAPKAPK,MNK,MNK1,MKNK1
CDK7_163_175,AGC,PDK1,NA,PDK1,PDPK1
CDK7_163_175,OTHER,PEK,GCN2,GCN2,EIF2AK4
CDK7_163_175,OTHER,PEK,HRI,HRI,EIF2AK1
CDK7_163_175,OTHER,PEK,PEK,PEK,EIF2AK3
CDK7_163_175,OTHER,PEK,PKR,PKR,EIF2AK2
CDK7_163_175,CAMK,PHK,NA,PHKG1,PHKG1
CDK7_163_175,CAMK,PHK,NA,PHKG2,PHKG2
CDK7_163_175,CAMK,PIM,NA,PIM1,PIM1
CDK7_163_175,CAMK,PIM,NA,PIM2,PIM2
CDK7_163_175,CAMK,PIM,NA,PIM3,PIM3
CDK7_163_175,STE,STE7,MAP2K(MEK1),MAP2K1,MAP2K1
CDK7_163_175,STE,STE7,MAP2K(MEK1),MAP2K2,MAP2K2
CDK7_163_175,STE,STE7,MAP2K(MEK3),MAP2K3,MAP2K3
CDK7_163_175,STE,STE7,MAP2K(MEK3),MAP2K6,MAP2K6
CDK7_163_175,STE,STE7,MAP2K(MEK4),MAP2K4,MAP2K4
CDK7_163_175,STE,STE7,MAP2K(MEK5),MAP2K5,MAP2K5
CDK7_163_175,STE,STE7,MAP2K(MEK7),MAP2K7,MAP2K7
CDN1A_139_151,AGC,AKT,NA,AKT1,AKT1
CDN1A_139_151,AGC,AKT,NA,AKT2,AKT2
CDN1A_139_151,AGC,AKT,NA,AKT3,AKT3
CDN1A_139_151,CMGC,CDK,CCRK,CCRK,CCRK
CDN1A_139_151,CMGC,CDK,CDC2,CDC2,CDC2
CDN1A_139_151,CMGC,CDK,CDC2,CDK2,CDK2
CDN1A_139_151,CMGC,CDK,CDC2,CDK3,CDK3
CDN1A_139_151,CMGC,CDK,CDK10,CDK10,CDK10
CDN1A_139_151,CMGC,CDK,CDK4,CDK4,CDK4
CDN1A_139_151,CMGC,CDK,CDK4,CDK6,CDK6
CDN1A_139_151,CMGC,CDK,CDK5,CDK5,CDK5
CDN1A_139_151,CMGC,CDK,CDK7,CDK7,CDK7
CDN1A_139_151,CMGC,CDK,CDK8,CDK8,CDK8
CDN1A_139_151,CMGC,CDK,CDK8,CDK11,CDC2L6
CDN1A_139_151,CMGC,CDK,CDK9,CDK9,CDK9
CDN1A_139_151,CMGC,CDK,CRK7,CHED,CDC2L5
CDN1A_139_151,CMGC,CDK,CRK7,CRK7,CRKRS
CDN1A_139_151,CMGC,CDK,PCTAIRE,PCTAIRE1,PCTK1
CDN1A_139_151,CMGC,CDK,PCTAIRE,PCTAIRE2,PCTK2
CDN1A_139_151,CMGC,CDK,PCTAIRE,PCTAIRE3,PCTK3
CDN1A_139_151,CMGC,CDK,PFTAIRE,PFTAIRE1,PFTK1
CDN1A_139_151,CMGC,CDK,PFTAIRE,PFTAIRE2,ALS2CR7
CDN1A_139_151,CMGC,CDK,PITSLRE,PITSLRE,CDC2L2
CDN1A_139_151,CMGC,CDK,CDK11,CDK11B,CDK11B
CDN1A_139_151,CAMK,DAPK,DAPK,DAPK1,DAPK1
CDN1A_139_151,CAMK,DAPK,DAPK,DAPK3,DAPK3
CDN1A_139_151,CAMK,DAPK,DAPK,DAPK2,DAPK2
CDN1A_139_151,CAMK,DAPK,DRAK,DRAK2,STK17B
CDN1A_139_151,CAMK,DAPK,DRAK,DRAK1,STK17A
CDN1A_139_151,AGC,DMPK,CRIK,CRIK,CIT
CDN1A_139_151,AGC,DMPK,GEK,DMPK1,DMPK
CDN1A_139_151,AGC,DMPK,GEK,MRCKA,CDC42BPA
CDN1A_139_151,AGC,DMPK,GEK,MRCKB,CDC42BPB
CDN1A_139_151,AGC,DMPK,GEK,DMPK2,CDC42BPG
CDN1A_139_151,AGC,DMPK,ROCK,ROCK1,ROCK1
CDN1A_139_151,AGC,DMPK,ROCK,ROCK2,ROCK2
CDN1A_139_151,OTHER,IKK,NA,IKKA,CHUK
CDN1A_139_151,OTHER,IKK,NA,IKKB,IKBKB
CDN1A_139_151,OTHER,IKK,NA,IKKE,IKBKE
CDN1A_139_151,OTHER,IKK,NA,TBK1,TBK1
CDN1A_139_151,AGC,NDR,NA,LATS1,LATS1
CDN1A_139_151,AGC,NDR,NA,NDR1,STK38
CDN1A_139_151,AGC,NDR,NA,NDR2,STK38L
CDN1A_139_151,AGC,NDR,NA,LATS2,LATS2
CDN1A_139_151,OTHER,PEK,GCN2,GCN2,EIF2AK4
CDN1A_139_151,OTHER,PEK,HRI,HRI,EIF2AK1
CDN1A_139_151,OTHER,PEK,PEK,PEK,EIF2AK3
CDN1A_139_151,OTHER,PEK,PKR,PKR,EIF2AK2
CDN1A_139_151,CAMK,PHK,NA,PHKG1,PHKG1
CDN1A_139_151,CAMK,PHK,NA,PHKG2,PHKG2
CDN1A_139_151,CAMK,PIM,NA,PIM1,PIM1
CDN1A_139_151,CAMK,PIM,NA,PIM2,PIM2
CDN1A_139_151,CAMK,PIM,NA,PIM3,PIM3
CDN1A_139_151,CAMK,PKD,NA,PKD1,PRKD1
CDN1A_139_151,CAMK,PKD,NA,PKD3,PRKD3
CDN1A_139_151,CAMK,PKD,NA,PKD2,PRKD2
CDN1A_139_151,TKL,RIPK,NA,RIPK1,RIPK1
CDN1A_139_151,TKL,RIPK,NA,RIPK2,RIPK2
CDN1A_139_151,TKL,RIPK,NA,RIPK3,RIPK3
CDN1A_139_151,TKL,RIPK,NA,ANKRD3,RIPK4
CDN1A_139_151,TKL,RIPK,NA,SGK288,ANKK1
CDN1A_139_151,AGC,RSK,MSK,MSK2,RPS6KA4
CDN1A_139_151,AGC,RSK,MSK,MSK1,RPS6KA5
CDN1A_139_151,AGC,RSK,P70,P70S6K,RPS6KB1
CDN1A_139_151,AGC,RSK,P70,P70S6KB,RPS6KB2
CDN1A_139_151,AGC,RSK,RSK,RSK3,RPS6KA1
CDN1A_139_151,AGC,RSK,RSK,RSK1,RPS6KA2
CDN1A_139_151,AGC,RSK,RSK,RSK2,RPS6KA3
CDN1A_139_151,AGC,RSK,RSK,RSK4,RPS6KA6
CDN1A_139_151,STE,STE7,MAP2K(MEK1),MAP2K1,MAP2K1
CDN1A_139_151,STE,STE7,MAP2K(MEK1),MAP2K2,MAP2K2
CDN1A_139_151,STE,STE7,MAP2K(MEK3),MAP2K3,MAP2K3
CDN1A_139_151,STE,STE7,MAP2K(MEK3),MAP2K6,MAP2K6
CDN1A_139_151,STE,STE7,MAP2K(MEK4),MAP2K4,MAP2K4
CDN1A_139_151,STE,STE7,MAP2K(MEK5),MAP2K5,MAP2K5
CDN1A_139_151,STE,STE7,MAP2K(MEK7),MAP2K7,MAP2K7
CDN1B_151_163,AGC,AKT,NA,AKT1,AKT1
CDN1B_151_163,AGC,AKT,NA,AKT2,AKT2
CDN1B_151_163,AGC,AKT,NA,AKT3,AKT3
CDN1B_151_163,CAMK,CAMK1,NA,CAMK4,CAMK4
CDN1B_151_163,CAMK,CAMK1,NA,CAMK1A,CAMK1
CDN1B_151_163,CAMK,CAMK1,NA,CAMK1D,CAMK1D
CDN1B_151_163,CAMK,CAMK1,NA,CAMK1G,CAMK1G
CDN1B_151_163,CAMK,CAMK1,NA,CAMK1B,PNCK
CDN1B_151_163,CAMK,CAMK2,NA,CAMK2A,CAMK2A
CDN1B_151_163,CAMK,CAMK2,NA,CAMK2B,CAMK2B
CDN1B_151_163,CAMK,CAMK2,NA,CAMK2D,CAMK2D
CDN1B_151_163,CAMK,CAMK2,NA,CAMK2G,CAMK2G
CDN1B_151_163,CMGC,CDK,CCRK,CCRK,CCRK
CDN1B_151_163,CMGC,CDK,CDC2,CDC2,CDC2
CDN1B_151_163,CMGC,CDK,CDC2,CDK2,CDK2
CDN1B_151_163,CMGC,CDK,CDC2,CDK3,CDK3
CDN1B_151_163,CMGC,CDK,CDK10,CDK10,CDK10
CDN1B_151_163,CMGC,CDK,CDK4,CDK4,CDK4
CDN1B_151_163,CMGC,CDK,CDK4,CDK6,CDK6
CDN1B_151_163,CMGC,CDK,CDK5,CDK5,CDK5
CDN1B_151_163,CMGC,CDK,CDK7,CDK7,CDK7
CDN1B_151_163,CMGC,CDK,CDK8,CDK8,CDK8
CDN1B_151_163,CMGC,CDK,CDK8,CDK11,CDC2L6
CDN1B_151_163,CMGC,CDK,CDK9,CDK9,CDK9
CDN1B_151_163,CMGC,CDK,CRK7,CHED,CDC2L5
CDN1B_151_163,CMGC,CDK,CRK7,CRK7,CRKRS
CDN1B_151_163,CMGC,CDK,PCTAIRE,PCTAIRE1,PCTK1
CDN1B_151_163,CMGC,CDK,PCTAIRE,PCTAIRE2,PCTK2
CDN1B_151_163,CMGC,CDK,PCTAIRE,PCTAIRE3,PCTK3
CDN1B_151_163,CMGC,CDK,PFTAIRE,PFTAIRE1,PFTK1
CDN1B_151_163,CMGC,CDK,PFTAIRE,PFTAIRE2,ALS2CR7
CDN1B_151_163,CMGC,CDK,PITSLRE,PITSLRE,CDC2L2
CDN1B_151_163,CMGC,CDK,CDK11,CDK11B,CDK11B
CDN1B_151_163,CK1,CK1,CK1-A,CK1A,CSNK1A1
CDN1B_151_163,CK1,CK1,CK1-A,CK1A2,CSNK1A1L
CDN1B_151_163,CK1,CK1,CK1-D,CK1D,CSNK1D
CDN1B_151_163,CK1,CK1,CK1-D,CK1E,CSNK1E
CDN1B_151_163,CK1,CK1,CK1-G,CK1G2,CSNK1G2
CDN1B_151_163,CK1,CK1,CK1-G,CK1G3,CSNK1G3
CDN1B_151_163,CK1,CK1,CK1-G,CK1G1,CSNK1G1
CDN1B_151_163,OTHER,IKK,NA,IKKA,CHUK
CDN1B_151_163,OTHER,IKK,NA,IKKB,IKBKB
CDN1B_151_163,OTHER,IKK,NA,IKKE,IKBKE
CDN1B_151_163,OTHER,IKK,NA,TBK1,TBK1
CDN1B_151_163,OTHER,"NAK",BIKE,AAK1,AAK1
CDN1B_151_163,OTHER,"NAK",BIKE,BIKE,BMP2K
CDN1B_151_163,OTHER,"NAK",GAK,GAK,GAK
CDN1B_151_163,OTHER,"NAK",MPSK,MPSK1,STK16
CDN1B_151_163,OTHER,NEK,NEK1,NEK1,NEK1
CDN1B_151_163,OTHER,NEK,NEK1,NEK3,NEK3
CDN1B_151_163,OTHER,NEK,NEK1,NEK5,NEK5
CDN1B_151_163,OTHER,NEK,NEK10,NEK10,NEK10
CDN1B_151_163,OTHER,NEK,NEK11,NEK11,NEK11
CDN1B_151_163,OTHER,NEK,NEK2,NEK2,NEK2
CDN1B_151_163,OTHER,NEK,NEK4,NEK4,NEK4
CDN1B_151_163,OTHER,NEK,NEK6,NEK6,NEK6
CDN1B_151_163,OTHER,NEK,NEK6,NEK7,NEK7
CDN1B_151_163,OTHER,NEK,NEK8,NEK9,NEK9
CDN1B_151_163,OTHER,NEK,NEK8,NEK8,NEK8
CDN1B_151_163,ATYPICAL,PDHK,BCKDK,BCKDK,BCKDK
CDN1B_151_163,ATYPICAL,PDHK,PDHK,PDHK1,PDK1
CDN1B_151_163,ATYPICAL,PDHK,PDHK,PDHK2,PDK2
CDN1B_151_163,ATYPICAL,PDHK,PDHK,PDHK3,PDK3
CDN1B_151_163,ATYPICAL,PDHK,PDHK,PDHK4,PDK4
CDN1B_151_163,OTHER,PEK,GCN2,GCN2,EIF2AK4
CDN1B_151_163,OTHER,PEK,HRI,HRI,EIF2AK1
CDN1B_151_163,OTHER,PEK,PEK,PEK,EIF2AK3
CDN1B_151_163,OTHER,PEK,PKR,PKR,EIF2AK2
CDN1B_151_163,CAMK,PHK,NA,PHKG1,PHKG1
CDN1B_151_163,CAMK,PHK,NA,PHKG2,PHKG2
CDN1B_151_163,CAMK,PIM,NA,PIM1,PIM1
CDN1B_151_163,CAMK,PIM,NA,PIM2,PIM2
CDN1B_151_163,CAMK,PIM,NA,PIM3,PIM3
CDN1B_151_163,OTHER,PLK,PLK1,PLK1,PLK1
CDN1B_151_163,OTHER,PLK,PLK2,PLK3,PLK3
CDN1B_151_163,OTHER,PLK,PLK2,PLK2,PLK2
CDN1B_151_163,OTHER,PLK,SAK,PLK4,PLK4
CDN1B_151_163,TKL,RAF,KSR,KSR1,KSR1
CDN1B_151_163,TKL,RAF,KSR,KSR2,KSR2
CDN1B_151_163,TKL,RAF,RAF,ARAF,ARAF
CDN1B_151_163,TKL,RAF,RAF,BRAF,BRAF
CDN1B_151_163,TKL,RAF,RAF,RAF1,RAF1
CDN1B_151_163,AGC,RSK,MSK,MSK2,RPS6KA4
CDN1B_151_163,AGC,RSK,MSK,MSK1,RPS6KA5
CDN1B_151_163,AGC,RSK,P70,P70S6K,RPS6KB1
CDN1B_151_163,AGC,RSK,P70,P70S6KB,RPS6KB2
CDN1B_151_163,AGC,RSK,RSK,RSK3,RPS6KA1
CDN1B_151_163,AGC,RSK,RSK,RSK1,RPS6KA2
CDN1B_151_163,AGC,RSK,RSK,RSK2,RPS6KA3
CDN1B_151_163,AGC,RSK,RSK,RSK4,RPS6KA6
CDN1B_151_163,AGC,SGK,NA,SGK1,SGK
CDN1B_151_163,AGC,SGK,NA,SGK2,SGK2
CDN1B_151_163,AGC,SGK,NA,SGK3,SGK3
CDN1B_151_163,STE,STE7,MAP2K(MEK1),MAP2K1,MAP2K1
CDN1B_151_163,STE,STE7,MAP2K(MEK1),MAP2K2,MAP2K2
CDN1B_151_163,STE,STE7,MAP2K(MEK3),MAP2K3,MAP2K3
CDN1B_151_163,STE,STE7,MAP2K(MEK3),MAP2K6,MAP2K6
CDN1B_151_163,STE,STE7,MAP2K(MEK4),MAP2K4,MAP2K4
CDN1B_151_163,STE,STE7,MAP2K(MEK5),MAP2K5,MAP2K5
CDN1B_151_163,STE,STE7,MAP2K(MEK7),MAP2K7,MAP2K7
CENPA_1_14,OTHER,AUR,NA,AURA,AURKA
CENPA_1_14,OTHER,AUR,NA,AURC,AURKC
CENPA_1_14,OTHER,AUR,NA,AURB,AURKB
CENPA_1_14,AGC,DMPK,CRIK,CRIK,CIT
CENPA_1_14,AGC,DMPK,GEK,DMPK1,DMPK
CENPA_1_14,AGC,DMPK,GEK,MRCKA,CDC42BPA
CENPA_1_14,AGC,DMPK,GEK,MRCKB,CDC42BPB
CENPA_1_14,AGC,DMPK,GEK,DMPK2,CDC42BPG
CENPA_1_14,AGC,DMPK,ROCK,ROCK1,ROCK1
CENPA_1_14,AGC,DMPK,ROCK,ROCK2,ROCK2
CENPA_1_14,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3,MAPKAPK3
CENPA_1_14,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5,MAPKAPK5
CENPA_1_14,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2,MAPKAPK2
CENPA_1_14,CAMK,MAPKAPK,MNK,MNK2,MKNK2
CENPA_1_14,CAMK,MAPKAPK,MNK,MNK1,MKNK1
CENPA_1_14,CAMK,PIM,NA,PIM1,PIM1
CENPA_1_14,CAMK,PIM,NA,PIM2,PIM2
CENPA_1_14,CAMK,PIM,NA,PIM3,PIM3
CENPA_1_14,AGC,PKG,NA,PKG1,PRKG1
CENPA_1_14,AGC,PKG,NA,PKG2,PRKG2
CFTR_730_742,CAMK,CAMK2,NA,CAMK2A,CAMK2A
CFTR_730_742,CAMK,CAMK2,NA,CAMK2B,CAMK2B
CFTR_730_742,CAMK,CAMK2,NA,CAMK2D,CAMK2D
CFTR_730_742,CAMK,CAMK2,NA,CAMK2G,CAMK2G
CFTR_730_742,CMGC,CDK,CCRK,CCRK,CCRK
CFTR_730_742,CMGC,CDK,CDC2,CDC2,CDC2
CFTR_730_742,CMGC,CDK,CDC2,CDK2,CDK2
CFTR_730_742,CMGC,CDK,CDC2,CDK3,CDK3
CFTR_730_742,CMGC,CDK,CDK10,CDK10,CDK10
CFTR_730_742,CMGC,CDK,CDK4,CDK4,CDK4
CFTR_730_742,CMGC,CDK,CDK4,CDK6,CDK6
CFTR_730_742,CMGC,CDK,CDK5,CDK5,CDK5
CFTR_730_742,CMGC,CDK,CDK7,CDK7,CDK7
CFTR_730_742,CMGC,CDK,CDK8,CDK8,CDK8
CFTR_730_742,CMGC,CDK,CDK8,CDK11,CDC2L6
CFTR_730_742,CMGC,CDK,CDK9,CDK9,CDK9
CFTR_730_742,CMGC,CDK,CRK7,CHED,CDC2L5
CFTR_730_742,CMGC,CDK,CRK7,CRK7,CRKRS
CFTR_730_742,CMGC,CDK,PCTAIRE,PCTAIRE1,PCTK1
CFTR_730_742,CMGC,CDK,PCTAIRE,PCTAIRE2,PCTK2
CFTR_730_742,CMGC,CDK,PCTAIRE,PCTAIRE3,PCTK3
CFTR_730_742,CMGC,CDK,PFTAIRE,PFTAIRE1,PFTK1
CFTR_730_742,CMGC,CDK,PFTAIRE,PFTAIRE2,ALS2CR7
CFTR_730_742,CMGC,CDK,PITSLRE,PITSLRE,CDC2L2
CFTR_730_742,CMGC,CDK,CDK11,CDK11B,CDK11B
CFTR_730_742,CAMK,DAPK,DAPK,DAPK1,DAPK1
CFTR_730_742,CAMK,DAPK,DAPK,DAPK3,DAPK3
CFTR_730_742,CAMK,DAPK,DAPK,DAPK2,DAPK2
CFTR_730_742,CAMK,DAPK,DRAK,DRAK2,STK17B
CFTR_730_742,CAMK,DAPK,DRAK,DRAK1,STK17A
CFTR_730_742,CMGC,DYRK,DYRK1,DYRK1A,DYRK1A
CFTR_730_742,CMGC,DYRK,DYRK1,DYRK1B,DYRK1B
CFTR_730_742,CMGC,DYRK,DYRK2,DYRK3,DYRK3
CFTR_730_742,CMGC,DYRK,DYRK2,DYRK2,DYRK2
CFTR_730_742,CMGC,DYRK,DYRK2,DYRK4,DYRK4
CFTR_730_742,CMGC,DYRK,HIPK,HIPK3,HIPK3
CFTR_730_742,CMGC,DYRK,HIPK,HIPK2,HIPK2
CFTR_730_742,CMGC,DYRK,HIPK,HIPK4,HIPK4
CFTR_730_742,CMGC,DYRK,HIPK,HIPK1,HIPK1
CFTR_730_742,CMGC,DYRK,PRP4,PRP4,PRPF4B
CFTR_730_742,AGC,GRK,BARK,BARK1,ADRBK1
CFTR_730_742,AGC,GRK,BARK,BARK2,ADRBK2
CFTR_730_742,AGC,GRK,GRK,GPRK4,GRK4
CFTR_730_742,AGC,GRK,GRK,GPRK5,GRK5
CFTR_730_742,AGC,GRK,GRK,GPRK6,GRK6
CFTR_730_742,AGC,GRK,GRK,RHOK,GRK1
CFTR_730_742,AGC,GRK,GRK,GPRK7,GRK7
CFTR_730_742,OTHER,IKK,NA,IKKA,CHUK
CFTR_730_742,OTHER,IKK,NA,IKKB,IKBKB
CFTR_730_742,OTHER,IKK,NA,IKKE,IKBKE
CFTR_730_742,OTHER,IKK,NA,TBK1,TBK1
CFTR_730_742,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3,MAPKAPK3
CFTR_730_742,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5,MAPKAPK5
CFTR_730_742,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2,MAPKAPK2
CFTR_730_742,CAMK,MAPKAPK,MNK,MNK2,MKNK2
CFTR_730_742,CAMK,MAPKAPK,MNK,MNK1,MKNK1
CFTR_730_742,ATYPICAL,PDHK,BCKDK,BCKDK,BCKDK
CFTR_730_742,ATYPICAL,PDHK,PDHK,PDHK1,PDK1
CFTR_730_742,ATYPICAL,PDHK,PDHK,PDHK2,PDK2
CFTR_730_742,ATYPICAL,PDHK,PDHK,PDHK3,PDK3
CFTR_730_742,ATYPICAL,PDHK,PDHK,PDHK4,PDK4
CFTR_730_742,OTHER,PEK,GCN2,GCN2,EIF2AK4
CFTR_730_742,OTHER,PEK,HRI,HRI,EIF2AK1
CFTR_730_742,OTHER,PEK,PEK,PEK,EIF2AK3
CFTR_730_742,OTHER,PEK,PKR,PKR,EIF2AK2
CFTR_730_742,CAMK,PHK,NA,PHKG1,PHKG1
CFTR_730_742,CAMK,PHK,NA,PHKG2,PHKG2
CFTR_730_742,AGC,PKA,NA,PKACA,PRKACA
CFTR_730_742,AGC,PKA,NA,PKACB,PRKACB
CFTR_730_742,AGC,PKA,NA,PKACG,PRKACG
CFTR_730_742,AGC,PKA,NA,PRKX,PRKX
